idOrganizacion,IdLaboratorioCalibracion,ClbFechaRegistro,ClbLugarEjecucion,ClbMagnitud,ClbInstrumento,ClbIntervaloMedicion,ClbIncertidumbreExpandida,ClbPrincipioMedicion,ClbMetodoMedicion,ClbPatronUtilizado,ClbVigenteApartirDe
660,LC-83,--,--,Densidad,"Hidrómetros ASTM en °API",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,083 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,073 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,064 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,058 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,051 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,046 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p><strong style="color: black;"><em>0,042 kg/m</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em><span class="ql-cursor">﻿</span>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,038 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,035 kg/m³</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 °API</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,033 kg/m³</em></strong></p><p><strong style="color: black;"><em>0,012 °API</em></strong></p>",--,--,--,--
660,LC-85,--,--,"Potencial de Hidrógeno","pHmetros Digitales
Electrodos de pH",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p><p><strong style="color: black;"><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p>",--,--,--,--
660,LC-86,--,--,"Presión y vacío","Medidores Digitales de Presión",--,"<p>0,0068%</p><p>&nbsp;</p><p>&nbsp;</p><p>0,016%</p>",--,--,--,--
660,LC-87,--,--,"Presión y vacío","Medidores Analógicos de
Presión (De dial).",--,"<p class="ql-align-justify"><span style="color: black;">0,30%</span></p><p class="ql-align-justify"><span style="color: black;">&nbsp;</span></p><p class="ql-align-justify"><span style="color: black;">&nbsp;</span></p><p><span style="color: black;">0,39%</span></p>",--,--,--,--
660,LC-88,--,--,Temperatura,"Termómetros Digitales
(d ≥ 0,1 °C)",--,"<p class="ql-align-justify"><span style="color: black;">0,067</span></p><p class="ql-align-justify"><span style="color: black;">0,066</span></p><p class="ql-align-justify"><span style="color: black;">0,066</span></p><p class="ql-align-justify"><span style="color: black;">0,071</span></p><p class="ql-align-justify"><span style="color: black;">0,079</span></p><p class="ql-align-justify"><span style="color: black;">0,087</span></p><p class="ql-align-justify"><span style="color: black;">0,11</span></p><p><span style="color: black;">0,16</span></p>",--,--,--,--
660,LC-89,--,--,Temperatura,"Termómetros bimetálicos y de gas inerte",--,"<p><strong><em>± 0,18 °C</em></strong></p><p><strong><em>± 0,089 °C</em></strong></p><p><strong><em>± 0,15 °C</em></strong></p><p><strong><em>± 0,16 °C</em></strong></p><p><strong><em>± 0,28 °C</em></strong></p><p><strong><em>± 0,32 °C</em></strong></p><p><strong><em>± 0,65 °C</em></strong></p>",--,--,--,--
660,LC-84,--,--,Longitud,"Micrómetros de Exteriores de dos contactos con
indicación digital",--,"<p class="ql-align-justify"><span style="color: black;">0,58 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,60 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,60 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,61 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,61 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,62 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,67 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,70 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,70 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,70 µm</span></p><p class="ql-align-justify"><span style="color: black;">0,72 µm</span></p><p><span style="color: black;">0,76 µm</span></p>",--,--,--,--
660,LC-90,--,--,Longitud,"Micrómetros de Exteriores de dos contactos con indicación analógica (con vernier)",--,"<p class="ql-align-justify"><span style="color: black;">1,2 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,2 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,2 µm </span></p><p class="ql-align-justify"><span style="color: black;">1,2 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,7 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,7 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,7 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,7 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,7 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,7 µm</span></p><p class="ql-align-justify"><span style="color: black;">1,7 µm</span></p><p><span style="color: black;">1,7 µm</span></p>",--,--,--,--
660,LC-91,--,--,"Tensión corriente alterna","Multímetros digitales hasta 5 ½ dígitos",--,"<p class="ql-align-justify"><strong style="color: black;"><em>25 µV + 0,47 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>43 µV + 1,0 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,12 mV + 0,44 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,16 mV + 1,0 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>1,1 mV + 0,41 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>1,5 µV + 0,82 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>9,5 mV + 0,45 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>47 mV + 1,0 mV/V</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>82 mV + 0,48 mV/V</em></strong></p><p><strong style="color: black;"><em>0,46 V + 1,8 mV/V</em></strong></p>",--,--,--,--
660,LC-92,--,--,"Intensidad corriente alterna","Multímetros digitales hasta 5 ½ dígitos",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,64 µA + 2,3 µA/mA </em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,46 µA + 0,72 µA/mA</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>5,3 µA + 2,3 µA/mA </em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>47 µA + 0,67 µA/mA</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>53 µA + 2,3 µA/mA</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>46 µA + 0,72 µA/mA</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,52 mA + 2,4 mA/A</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,44 mA + 1,1 mA/A</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>5,1 mA + 2,4 mA/A</em></strong></p><p><strong style="color: black;"><em>0,78 mA + 1,9 mA/A</em></strong></p>",--,--,--,--
660,LC-93,--,--,Resistencia,"Multímetros digitales hasta 5 ½ dígitos",--,"<p class="ql-align-justify"><strong style="color: black;"><em>5,8 mΩ</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>5,9 mΩ</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>6,0 mΩ </em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>7,0 mΩ</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>12 mΩ</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,094 Ω</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,94 Ω</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>9,4 Ω</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,16 kΩ</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>4,5 kΩ</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,58 MΩ</em></strong></p><p><strong style="color: black;"><em>12 MΩ</em></strong></p>",--,--,--,--
660,LC-95,--,--,"Potencial de Hidrógeno","pHmetros Digitales
Electrodos de pH",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p><p><strong style="color: black;"><em>0,011&nbsp;&nbsp;&nbsp;Unidades de pH</em></strong></p>",--,--,--,--
660,LC-96,--,--,Longitud,Reglas,--,"<p><span style="color: black;">(0,0029 + 1,76 L)&nbsp;µm</span></p><p><span style="color: black;">L es el valor nominal en metros</span></p>",--,--,--,--
660,LC-97,--,--,Longitud,Flexómetros,--,"<p>(7 L) μm</p><p>L es el valor nominal en metros</p>",--,--,--,--
660,LC-98,--,--,Longitud,"Cintas métricas",--,"<p>(7 L) μm</p><p>L es el valor nominal en metros</p>",--,--,--,--
660,LC-99,--,--,Volumen,"Instrumentos Volumétricos por el Método Gravimétrico
(Buretas de Vidrio)",--,"<p><strong style="color: black;"><em>1,8 nl + 0,022 µl/ml</em></strong></p>",--,--,--,--
179,LC-100,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">0,68 kPa</span></p>",--,--,--,--
179,LC-101,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">0,87 kPa</span></p>",--,--,--,--
179,LC-102,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">2,3 kPa</span></p>",--,--,--,--
179,LC-103,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">6,1 kPa</span></p>",--,--,--,--
179,LC-104,--,--,"Presión Hidráulica","Indicadores de Presión digitales y módulos de presión",--,"<p>± 0,51 kPa</p>",--,--,--,--
179,LC-105,--,--,"Presión Hidráulica","Indicadores de Presión digitales y módulos de presión",--,"<p>± 5,09 kPa</p>",--,--,--,--
660,LC-94,--,--,Conductividad,"Conductímetros electrodos de conductividad",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>2,1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>4,6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>4,6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,040&nbsp;&nbsp;&nbsp;mS/cm</em></strong></p><p><strong style="color: black;"><em>0,36&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;mS/cm</em></strong></p>",--,--,--,--
179,LC-106,--,--,"Presión hidráulica","Indicadores de Presión digitales y módulos de presión",--,"<p>± 10,26 kPa</p>",--,--,--,--
660,LC-107,--,--,"Absorbancia regular espectral","Espectrofotómetros ultravioleta - visible",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,000 91 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,0010 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,0012 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,0010 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,0010 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,0010 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,0010 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,000 91 (1)</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p><br></p>",--,--,--,--
660,LC-108,--,--,"Transmitancia regular espectral","Espectrofotómetros ultravioleta - visible",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,11 %</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,071 %</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,061 %</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,020 %</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 %</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,022 %</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,040 %</em></strong></p><p><strong style="color: black;"><em>0,056 %</em></strong></p>",--,--,--,--
660,LC-109,--,--,"Longitud de onda","Espectrofotómetros ultravioleta - visible",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,0070 nm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,0080 nm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,012 nm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>&nbsp;</em></strong></p><p><strong style="color: black;"><em>0,11 nm</em></strong></p>",--,--,--,--
660,LC-110,--,--,Masa,"Instrumentos de pesaje de funcionamiento no automático",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,74 µg + 0,34 µg/g</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,62 µg + 0,14 µg/g</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>75 µg + 0,088 µg/g</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,82 mg</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,83 mg</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,77 mg + 0,080 µg/g</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,069 mg + 0,20 µg/g 8,2 mg</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,082 g</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,84 g</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>4,1 g</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>4,2 g</em></strong></p><p><strong style="color: black;"><em>3,8 g + 0,66 mg/kg</em></strong></p>",--,--,--,--
179,LC-112,--,--,"Presión Hidráulica","Registradores cartográficos de presión",--,"<p>± 4,0 kPa</p>",--,--,--,--
179,LC-113,--,--,"Presión Hidráulica","Registradores cartográficos de presión",--,"<p>± 11 kPa</p>",--,--,--,--
179,LC-114,--,--,"Presión Hidráulica","Registradores cartográficos de presión",--,"<p>± 30 kPa</p>",--,--,--,--
179,LC-115,--,--,"Presión hidráulica","Registradores cartográficos de presión",--,"<p>± 51 kPa</p>",--,--,--,--
179,LC-116,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">0,68 kPa</span></p>",--,--,--,--
179,LC-117,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">0,87 kPa</span></p>",--,--,--,--
179,LC-118,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">2,3 kPa</span></p>",--,--,--,--
179,LC-119,--,--,Presión,"Transmisor de presión con salida eléctrica (4 mA a 20 mA)",--,"<p><span style="color: black;">6,1 kPa</span></p>",--,--,--,--
179,LC-120,--,--,"Presión Hidráulica","Registradores cartográficos de presión",--,"<p>± 4,0 kPa</p>",--,--,--,--
179,LC-121,--,--,"Presión Hidráulica","Registradores cartográficos de presión",--,"<p>± 11 kPa</p>",--,--,--,--
179,LC-122,--,--,"Presión hidráulica","Registradores cartográficos de presión",--,"<p>± 30 kPa</p>",--,--,--,--
179,LC-123,--,--,"Presión hidráulica","Registradores cartográficos de presión",--,"<p>± 51 kPa</p>",--,--,--,--
660,LC-111,--,--,Conductividad,"Conductímetros electrodos de conductividad",--,"<p class="ql-align-justify"><strong style="color: black;"><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,55&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>2,1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>4,6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>4,6&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;µS/cm</em></strong></p><p class="ql-align-justify"><strong style="color: black;"><em>0,040&nbsp;&nbsp;&nbsp;mS/cm</em></strong></p><p><strong style="color: black;"><em>0,36&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;mS/cm</em></strong></p>",--,--,--,--
179,LC-124,--,--,"Presión hidráulica","Manómetros Analógicos y Digitales",--,"<p><span style="color: black;">± 0,43 kPa</span></p><p><span style="color: black;">± 0,44 kPa</span></p><p><span style="color: black;">± 2,1 kPa</span></p><p><span style="color: black;">± 5,2 kPa</span></p><p><span style="color: black;">± 8,4 kPa</span></p><p><span style="color: black;">± 10 kPa</span></p>",--,--,--,--
